Sectorizacion;Sector;Volumen;Ruta
6BN;LEBLT2N;VIBI;Barcelona TMA
6BN;LEBLXAL;GR3;Barcelona TMA
6BN;LEBLXAL;XAR;Barcelona TMA
6BW;LEBL12W;BL1;Barcelona TMA
6BW;LEBL12W;BL2;Barcelona TMA
6BW;LEBL12W;GR1;Barcelona TMA
6BW;LEBL12W;GR2;Barcelona TMA
6BW;LEBL12W;SABA;Barcelona TMA
6BW;LEBL12W;VIBI;Barcelona TMA
6BW;LEBLDDI;DDN;Barcelona TMA
6BW;LEBLDDI;DDS;Barcelona TMA
6BW;LEBLF25;FWL;Barcelona TMA
6BW;LEBLF25;FWR;Barcelona TMA
6BW;LEBLT3W;FEN;Barcelona TMA
6BW;LEBLT3W;FER;Barcelona TMA
6BW;LEBLT3W;FES;Barcelona TMA
6BW;LEBLT3W;GARI;Barcelona TMA
6BW;LEBLT3W;SW3;Barcelona TMA
6BW;LEBLT4W;FEL;Barcelona TMA
6BW;LEBLT4W;GONA;Barcelona TMA
6BW;LEBLT4W;NW4;Barcelona TMA
6BW;LEBLXAL;GR3;Barcelona TMA
6BW;LEBLXAL;XAR;Barcelona TMA
6CE;LEBL34E;FES;Barcelona TMA
6CE;LEBL34E;GONA;Barcelona TMA
6CE;LEBL34E;NW4;Barcelona TMA
6CE;LEBL34E;SABA;Barcelona TMA
6CE;LEBL34E;SW3;Barcelona TMA
6CE;LEBL34E;VIBI;Barcelona TMA
6CE;LEBLDDI;DDN;Barcelona TMA
6CE;LEBLDDI;DDS;Barcelona TMA
6CE;LEBLF07;FEL;Barcelona TMA
6CE;LEBLF07;FEN;Barcelona TMA
6CE;LEBLF07;FER;Barcelona TMA
6CE;LEBLT1E;BL1;Barcelona TMA
6CE;LEBLT1E;FWR;Barcelona TMA
6CE;LEBLT1E;GR1;Barcelona TMA
6CE;LEBLT2E;BL2;Barcelona TMA
6CE;LEBLT2E;FWL;Barcelona TMA
6CE;LEBLT2E;GARI;Barcelona TMA
6CE;LEBLT2E;GR2;Barcelona TMA
6CE;LEBLXAL;GR3;Barcelona TMA
6CE;LEBLXAL;XAR;Barcelona TMA
6CN;LEBLDDX;DDN;Barcelona TMA
6CN;LEBLDDX;DDS;Barcelona TMA
6CN;LEBLDDX;GR3;Barcelona TMA
6CN;LEBLDDX;XAR;Barcelona TMA
6CN;LEBLF02;FEN;Barcelona TMA
6CN;LEBLF02;FES;Barcelona TMA
6CN;LEBLT1N;BL1;Barcelona TMA
6CN;LEBLT1N;FWR;Barcelona TMA
6CN;LEBLT1N;GR1;Barcelona TMA
6CN;LEBLT1N;SABA;Barcelona TMA
6CN;LEBLT2N;BL2;Barcelona TMA
6CN;LEBLT2N;FWL;Barcelona TMA
6CN;LEBLT2N;GARI;Barcelona TMA
6CN;LEBLT2N;GR2;Barcelona TMA
6CN;LEBLT2N;VIBI;Barcelona TMA
6CN;LEBLT3N;FER;Barcelona TMA
6CN;LEBLT3N;SW3;Barcelona TMA
6CN;LEBLT4N;FEL;Barcelona TMA
6CN;LEBLT4N;GONA;Barcelona TMA
6CN;LEBLT4N;NW4;Barcelona TMA
6CW;LEBL34W;FEL;Barcelona TMA
6CW;LEBL34W;FEN;Barcelona TMA
6CW;LEBL34W;FER;Barcelona TMA
6CW;LEBL34W;FES;Barcelona TMA
6CW;LEBL34W;GARI;Barcelona TMA
6CW;LEBL34W;GONA;Barcelona TMA
6CW;LEBL34W;NW4;Barcelona TMA
6CW;LEBL34W;SW3;Barcelona TMA
6CW;LEBLDDI;DDN;Barcelona TMA
6CW;LEBLDDI;DDS;Barcelona TMA
6CW;LEBLF25;FWL;Barcelona TMA
6CW;LEBLF25;FWR;Barcelona TMA
6CW;LEBLT1W;BL1;Barcelona TMA
6CW;LEBLT1W;GR1;Barcelona TMA
6CW;LEBLT1W;SABA;Barcelona TMA
6CW;LEBLT2W;BL2;Barcelona TMA
6CW;LEBLT2W;GR2;Barcelona TMA
6CW;LEBLT2W;VIBI;Barcelona TMA
6CW;LEBLXAL;GR3;Barcelona TMA
6CW;LEBLXAL;XAR;Barcelona TMA
6DE;LEBL14E;BL1;Barcelona TMA
6DE;LEBL14E;FWR;Barcelona TMA
6DE;LEBL14E;GONA;Barcelona TMA
6DE;LEBL14E;GR1;Barcelona TMA
6DE;LEBL14E;NW4;Barcelona TMA
6DE;LEBL14E;SABA;Barcelona TMA
6DE;LEBLDDI;DDN;Barcelona TMA
6DE;LEBLDDI;DDS;Barcelona TMA
6DE;LEBLF07;FEL;Barcelona TMA
6DE;LEBLF07;FEN;Barcelona TMA
6DE;LEBLF07;FER;Barcelona TMA
6DE;LEBLT2E;BL2;Barcelona TMA
6DE;LEBLT2E;FWL;Barcelona TMA
6DE;LEBLT2E;GARI;Barcelona TMA
6DE;LEBLT2E;GR2;Barcelona TMA
6DE;LEBLT3E;FES;Barcelona TMA
6DE;LEBLT3E;SW3;Barcelona TMA
6DE;LEBLT3E;VIBI;Barcelona TMA
6DE;LEBLXAL;GR3;Barcelona TMA
6DE;LEBLXAL;XAR;Barcelona TMA
6DN;LEBL4DDN;DDN;Barcelona TMA
6DN;LEBL4DDN;DDS;Barcelona TMA
6DN;LEBL4DDN;FEL;Barcelona TMA
6DN;LEBL4DDN;GONA;Barcelona TMA
6DN;LEBL4DDN;NW4;Barcelona TMA
6DN;LEBLF02;FEN;Barcelona TMA
6DN;LEBLF02;FES;Barcelona TMA
6DN;LEBLT1N;BL1;Barcelona TMA
6DN;LEBLT1N;FWR;Barcelona TMA
6DN;LEBLT1N;GR1;Barcelona TMA
6DN;LEBLT1N;SABA;Barcelona TMA
6DN;LEBLT2N;BL2;Barcelona TMA
6DN;LEBLT2N;FWL;Barcelona TMA
6DN;LEBLT2N;GARI;Barcelona TMA
6DN;LEBLT2N;GR2;Barcelona TMA
6DN;LEBLT2N;VIBI;Barcelona TMA
6DN;LEBLT3N;FER;Barcelona TMA
6DN;LEBLT3N;SW3;Barcelona TMA
6DN;LEBLXAL;GR3;Barcelona TMA
6DN;LEBLXAL;XAR;Barcelona TMA
6DW;LEBL14W;BL1;Barcelona TMA
6DW;LEBL14W;FEL;Barcelona TMA
6DW;LEBL14W;GONA;Barcelona TMA
6DW;LEBL14W;GR1;Barcelona TMA
6DW;LEBL14W;NW4;Barcelona TMA
6DW;LEBL14W;SABA;Barcelona TMA
6DW;LEBLDDI;DDN;Barcelona TMA
6DW;LEBLDDI;DDS;Barcelona TMA
6DW;LEBLF25;FWL;Barcelona TMA
6DW;LEBLF25;FWR;Barcelona TMA
6DW;LEBLT2W;BL2;Barcelona TMA
6DW;LEBLT2W;GR2;Barcelona TMA
6DW;LEBLT2W;VIBI;Barcelona TMA
6DW;LEBLT3W;FEN;Barcelona TMA
6DW;LEBLT3W;FER;Barcelona TMA
6DW;LEBLT3W;FES;Barcelona TMA
6DW;LEBLT3W;GARI;Barcelona TMA
6DW;LEBLT3W;SW3;Barcelona TMA
6DW;LEBLXAL;GR3;Barcelona TMA
6DW;LEBLXAL;XAR;Barcelona TMA
6EE;LEBL12E;BL1;Barcelona TMA
6EE;LEBL12E;BL2;Barcelona TMA
6EE;LEBL12E;FWL;Barcelona TMA
6EE;LEBL12E;FWR;Barcelona TMA
6EE;LEBL12E;GARI;Barcelona TMA
6EE;LEBL12E;GR1;Barcelona TMA
6EE;LEBL12E;GR2;Barcelona TMA
6EE;LEBL4DE;DDN;Barcelona TMA
6EE;LEBL4DE;GONA;Barcelona TMA
6EE;LEBL4DE;NW4;Barcelona TMA
6EE;LEBL4DE;SABA;Barcelona TMA
6EE;LEBLDDS;DDS;Barcelona TMA
6EE;LEBLF07;FEL;Barcelona TMA
6EE;LEBLF07;FEN;Barcelona TMA
6EE;LEBLF07;FER;Barcelona TMA
6EE;LEBLT3E;FES;Barcelona TMA
6EE;LEBLT3E;SW3;Barcelona TMA
6EE;LEBLT3E;VIBI;Barcelona TMA
6EE;LEBLXAL;GR3;Barcelona TMA
6EE;LEBLXAL;XAR;Barcelona TMA
6EW;LEBL12W;BL1;Barcelona TMA
6EW;LEBL12W;BL2;Barcelona TMA
6EW;LEBL12W;GR1;Barcelona TMA
6EW;LEBL12W;GR2;Barcelona TMA
6EW;LEBL12W;SABA;Barcelona TMA
6EW;LEBL12W;VIBI;Barcelona TMA
6EW;LEBL4DW;DDN;Barcelona TMA
6EW;LEBL4DW;FEL;Barcelona TMA
6EW;LEBL4DW;GONA;Barcelona TMA
6EW;LEBL4DW;NW4;Barcelona TMA
6EW;LEBLDDS;DDS;Barcelona TMA
6EW;LEBLF25;FWL;Barcelona TMA
6EW;LEBLF25;FWR;Barcelona TMA
6EW;LEBLT3W;FEN;Barcelona TMA
6EW;LEBLT3W;FER;Barcelona TMA
6EW;LEBLT3W;FES;Barcelona TMA
6EW;LEBLT3W;GARI;Barcelona TMA
6EW;LEBLT3W;SW3;Barcelona TMA
6EW;LEBLXAL;GR3;Barcelona TMA
6EW;LEBLXAL;XAR;Barcelona TMA
6FE;LEBL23E;BL2;Barcelona TMA
6FE;LEBL23E;FES;Barcelona TMA
6FE;LEBL23E;FWL;Barcelona TMA
6FE;LEBL23E;GARI;Barcelona TMA
6FE;LEBL23E;GR2;Barcelona TMA
6FE;LEBL23E;SW3;Barcelona TMA
6FE;LEBL23E;VIBI;Barcelona TMA
6FE;LEBL4DE;DDN;Barcelona TMA
6FE;LEBL4DE;GONA;Barcelona TMA
6FE;LEBL4DE;NW4;Barcelona TMA
6FE;LEBL4DE;SABA;Barcelona TMA
6FE;LEBLDDS;DDS;Barcelona TMA
6FE;LEBLF07;FEL;Barcelona TMA
6FE;LEBLF07;FEN;Barcelona TMA
6FE;LEBLF07;FER;Barcelona TMA
6FE;LEBLT1E;BL1;Barcelona TMA
6FE;LEBLT1E;FWR;Barcelona TMA
6FE;LEBLT1E;GR1;Barcelona TMA
6FE;LEBLXAL;GR3;Barcelona TMA
6FE;LEBLXAL;XAR;Barcelona TMA
6FW;LEBL23W;BL2;Barcelona TMA
6FW;LEBL23W;FEN;Barcelona TMA
6FW;LEBL23W;FER;Barcelona TMA
6FW;LEBL23W;FES;Barcelona TMA
6FW;LEBL23W;GARI;Barcelona TMA
6FW;LEBL23W;GR2;Barcelona TMA
6FW;LEBL23W;SW3;Barcelona TMA
6FW;LEBL23W;VIBI;Barcelona TMA
6FW;LEBL4DW;DDN;Barcelona TMA
6FW;LEBL4DW;FEL;Barcelona TMA
6FW;LEBL4DW;GONA;Barcelona TMA
6FW;LEBL4DW;NW4;Barcelona TMA
6FW;LEBLDDS;DDS;Barcelona TMA
6FW;LEBLF25;FWL;Barcelona TMA
6FW;LEBLF25;FWR;Barcelona TMA
6FW;LEBLT1W;BL1;Barcelona TMA
6FW;LEBLT1W;GR1;Barcelona TMA
6FW;LEBLT1W;SABA;Barcelona TMA
6FW;LEBLXAL;GR3;Barcelona TMA
6FW;LEBLXAL;XAR;Barcelona TMA
6GE;LEBLDDX;DDN;Barcelona TMA
6GE;LEBLDDX;DDS;Barcelona TMA
6GE;LEBLDDX;GR3;Barcelona TMA
6GE;LEBLDDX;XAR;Barcelona TMA
6GE;LEBLF07;FEL;Barcelona TMA
6GE;LEBLF07;FEN;Barcelona TMA
6GE;LEBLF07;FER;Barcelona TMA
6GE;LEBLT1E;BL1;Barcelona TMA
6GE;LEBLT1E;FWR;Barcelona TMA
6GE;LEBLT1E;GR1;Barcelona TMA
6GE;LEBLT2E;BL2;Barcelona TMA
6GE;LEBLT2E;FWL;Barcelona TMA
6GE;LEBLT2E;GARI;Barcelona TMA
6GE;LEBLT2E;GR2;Barcelona TMA
6GE;LEBLT3E;FES;Barcelona TMA
6GE;LEBLT3E;SW3;Barcelona TMA
6GE;LEBLT3E;VIBI;Barcelona TMA
6GE;LEBLT4E;GONA;Barcelona TMA
6GE;LEBLT4E;NW4;Barcelona TMA
6GE;LEBLT4E;SABA;Barcelona TMA
6GW;LEBL3DW;DDS;Barcelona TMA
6GW;LEBL3DW;FEN;Barcelona TMA
6GW;LEBL3DW;FER;Barcelona TMA
6GW;LEBL3DW;FES;Barcelona TMA
6GW;LEBL3DW;GARI;Barcelona TMA
6GW;LEBL3DW;SW3;Barcelona TMA
6GW;LEBL4DW;DDN;Barcelona TMA
6GW;LEBL4DW;FEL;Barcelona TMA
6GW;LEBL4DW;GONA;Barcelona TMA
6GW;LEBL4DW;NW4;Barcelona TMA
6GW;LEBLF25;FWL;Barcelona TMA
6GW;LEBLF25;FWR;Barcelona TMA
6GW;LEBLT1W;BL1;Barcelona TMA
6GW;LEBLT1W;GR1;Barcelona TMA
6GW;LEBLT1W;SABA;Barcelona TMA
6GW;LEBLT2W;BL2;Barcelona TMA
6GW;LEBLT2W;GR2;Barcelona TMA
6GW;LEBLT2W;VIBI;Barcelona TMA
6GW;LEBLXAL;GR3;Barcelona TMA
6GW;LEBLXAL;XAR;Barcelona TMA
6HW;LEBLDDX;DDN;Barcelona TMA
6HW;LEBLDDX;DDS;Barcelona TMA
6HW;LEBLDDX;GR3;Barcelona TMA
6HW;LEBLDDX;XAR;Barcelona TMA
6HW;LEBLF25;FWL;Barcelona TMA
6HW;LEBLF25;FWR;Barcelona TMA
6HW;LEBLT1W;BL1;Barcelona TMA
6HW;LEBLT1W;GR1;Barcelona TMA
6HW;LEBLT1W;SABA;Barcelona TMA
6HW;LEBLT2W;BL2;Barcelona TMA
6HW;LEBLT2W;GR2;Barcelona TMA
6HW;LEBLT2W;VIBI;Barcelona TMA
6HW;LEBLT3W;FEN;Barcelona TMA
6HW;LEBLT3W;FER;Barcelona TMA
6HW;LEBLT3W;FES;Barcelona TMA
6HW;LEBLT3W;GARI;Barcelona TMA
6HW;LEBLT3W;SW3;Barcelona TMA
6HW;LEBLT4W;FEL;Barcelona TMA
6HW;LEBLT4W;GONA;Barcelona TMA
6HW;LEBLT4W;NW4;Barcelona TMA
7AE;LEBLDDI;DDN;Barcelona TMA
7AE;LEBLDDI;DDS;Barcelona TMA
7AE;LEBLF07;FEL;Barcelona TMA
7AE;LEBLF07;FEN;Barcelona TMA
7AE;LEBLF07;FER;Barcelona TMA
7AE;LEBLT1E;BL1;Barcelona TMA
7AE;LEBLT1E;FWR;Barcelona TMA
7AE;LEBLT1E;GR1;Barcelona TMA
7AE;LEBLT2E;BL2;Barcelona TMA
7AE;LEBLT2E;FWL;Barcelona TMA
7AE;LEBLT2E;GARI;Barcelona TMA
7AE;LEBLT2E;GR2;Barcelona TMA
7AE;LEBLT3E;FES;Barcelona TMA
7AE;LEBLT3E;SW3;Barcelona TMA
7AE;LEBLT3E;VIBI;Barcelona TMA
7AE;LEBLT4E;GONA;Barcelona TMA
7AE;LEBLT4E;NW4;Barcelona TMA
7AE;LEBLT4E;SABA;Barcelona TMA
7AE;LEBLXAL;GR3;Barcelona TMA
7AE;LEBLXAL;XAR;Barcelona TMA
7AN;LEBLDDI;DDN;Barcelona TMA
7AN;LEBLDDI;DDS;Barcelona TMA
7AN;LEBLF02;FEN;Barcelona TMA
7AN;LEBLF02;FES;Barcelona TMA
7AN;LEBLT1N;BL1;Barcelona TMA
7AN;LEBLT1N;FWR;Barcelona TMA
7AN;LEBLT1N;GR1;Barcelona TMA
7AN;LEBLT1N;SABA;Barcelona TMA
7AN;LEBLT2N;BL2;Barcelona TMA
7AN;LEBLT2N;FWL;Barcelona TMA
7AN;LEBLT2N;GARI;Barcelona TMA
7AN;LEBLT2N;GR2;Barcelona TMA
7AN;LEBLT2N;VIBI;Barcelona TMA
7AN;LEBLT3N;FER;Barcelona TMA
7AN;LEBLT3N;SW3;Barcelona TMA
7AN;LEBLT4N;FEL;Barcelona TMA
7AN;LEBLT4N;GONA;Barcelona TMA
7AN;LEBLT4N;NW4;Barcelona TMA
7AN;LEBLXAL;GR3;Barcelona TMA
7AN;LEBLXAL;XAR;Barcelona TMA
7AW;LEBLDDI;DDN;Barcelona TMA
7AW;LEBLDDI;DDS;Barcelona TMA
7AW;LEBLF25;FWL;Barcelona TMA
7AW;LEBLF25;FWR;Barcelona TMA
7AW;LEBLT1W;BL1;Barcelona TMA
7AW;LEBLT1W;GR1;Barcelona TMA
7AW;LEBLT1W;SABA;Barcelona TMA
7AW;LEBLT2W;BL2;Barcelona TMA
7AW;LEBLT2W;GR2;Barcelona TMA
7AW;LEBLT2W;VIBI;Barcelona TMA
7AW;LEBLT3W;FEN;Barcelona TMA
7AW;LEBLT3W;FER;Barcelona TMA
7AW;LEBLT3W;FES;Barcelona TMA
7AW;LEBLT3W;GARI;Barcelona TMA
7AW;LEBLT3W;SW3;Barcelona TMA
7AW;LEBLT4W;FEL;Barcelona TMA
7AW;LEBLT4W;GONA;Barcelona TMA
7AW;LEBLT4W;NW4;Barcelona TMA
7AW;LEBLXAL;GR3;Barcelona TMA
7AW;LEBLXAL;XAR;Barcelona TMA
7BE;LEBL4DE;DDN;Barcelona TMA
7BE;LEBL4DE;GONA;Barcelona TMA
7BE;LEBL4DE;NW4;Barcelona TMA
7BE;LEBL4DE;SABA;Barcelona TMA
7BE;LEBLDDS;DDS;Barcelona TMA
7BE;LEBLF07;FEL;Barcelona TMA
7BE;LEBLF07;FEN;Barcelona TMA
7BE;LEBLF07;FER;Barcelona TMA
7BE;LEBLT1E;BL1;Barcelona TMA
7BE;LEBLT1E;FWR;Barcelona TMA
7BE;LEBLT1E;GR1;Barcelona TMA
7BE;LEBLT2E;BL2;Barcelona TMA
7BE;LEBLT2E;FWL;Barcelona TMA
7BE;LEBLT2E;GARI;Barcelona TMA
7BE;LEBLT2E;GR2;Barcelona TMA
7BE;LEBLT3E;FES;Barcelona TMA
7BE;LEBLT3E;SW3;Barcelona TMA
7BE;LEBLT3E;VIBI;Barcelona TMA
7BE;LEBLXAL;GR3;Barcelona TMA
7BE;LEBLXAL;XAR;Barcelona TMA
7BN;LEBL4DN;DDN;Barcelona TMA
7BN;LEBL4DN;FEL;Barcelona TMA
7BN;LEBL4DN;GONA;Barcelona TMA
7BN;LEBL4DN;NW4;Barcelona TMA
7BN;LEBLDDS;DDS;Barcelona TMA
7BN;LEBLF02;FEN;Barcelona TMA
7BN;LEBLF02;FES;Barcelona TMA
7BN;LEBLT1N;BL1;Barcelona TMA
7BN;LEBLT1N;FWR;Barcelona TMA
7BN;LEBLT1N;GR1;Barcelona TMA
7BN;LEBLT1N;SABA;Barcelona TMA
7BN;LEBLT2N;BL2;Barcelona TMA
7BN;LEBLT2N;FWL;Barcelona TMA
7BN;LEBLT2N;GARI;Barcelona TMA
7BN;LEBLT2N;GR2;Barcelona TMA
7BN;LEBLT2N;VIBI;Barcelona TMA
7BN;LEBLT3N;FER;Barcelona TMA
7BN;LEBLT3N;SW3;Barcelona TMA
7BN;LEBLXAL;GR3;Barcelona TMA
7BN;LEBLXAL;XAR;Barcelona TMA
7BW;LEBL4DW;DDN;Barcelona TMA
7BW;LEBL4DW;FEL;Barcelona TMA
7BW;LEBL4DW;GONA;Barcelona TMA
7BW;LEBL4DW;NW4;Barcelona TMA
7BW;LEBLDDS;DDS;Barcelona TMA
7BW;LEBLF25;FWL;Barcelona TMA
7BW;LEBLF25;FWR;Barcelona TMA
7BW;LEBLT1W;BL1;Barcelona TMA
7BW;LEBLT1W;GR1;Barcelona TMA
7BW;LEBLT1W;SABA;Barcelona TMA
7BW;LEBLT2W;BL2;Barcelona TMA
7BW;LEBLT2W;GR2;Barcelona TMA
7BW;LEBLT2W;VIBI;Barcelona TMA
7BW;LEBLT3W;FEN;Barcelona TMA
7BW;LEBLT3W;FER;Barcelona TMA
7BW;LEBLT3W;FES;Barcelona TMA
7BW;LEBLT3W;GARI;Barcelona TMA
7BW;LEBLT3W;SW3;Barcelona TMA
7BW;LEBLXAL;GR3;Barcelona TMA
7BW;LEBLXAL;XAR;Barcelona TMA
7CW;LEBL3DW;DDS;Barcelona TMA
7CW;LEBL3DW;FEN;Barcelona TMA
7CW;LEBL3DW;FER;Barcelona TMA
7CW;LEBL3DW;FES;Barcelona TMA
7CW;LEBL3DW;GARI;Barcelona TMA
7CW;LEBL3DW;SW3;Barcelona TMA
7CW;LEBL4DW;DDN;Barcelona TMA
7CW;LEBL4DW;FEL;Barcelona TMA
7CW;LEBL4DW;GONA;Barcelona TMA
7CW;LEBL4DW;NW4;Barcelona TMA
7CW;LEBLF1W;BL1;Barcelona TMA
7CW;LEBLF1W;SABA;Barcelona TMA
7CW;LEBLF25;FWL;Barcelona TMA
7CW;LEBLF25;FWR;Barcelona TMA
7CW;LEBLT2W;BL2;Barcelona TMA
7CW;LEBLT2W;GR2;Barcelona TMA
7CW;LEBLT2W;VIBI;Barcelona TMA
7CW;LEBLTGR;GR1;Barcelona TMA
7CW;LEBLTGR;GR3;Barcelona TMA
7CW;LEBLXAR;XAR;Barcelona TMA
7DW;LEBL14W;BL1;Barcelona TMA
7DW;LEBL14W;FEL;Barcelona TMA
7DW;LEBL14W;GONA;Barcelona TMA
7DW;LEBL14W;GR1;Barcelona TMA
7DW;LEBL14W;NW4;Barcelona TMA
7DW;LEBL14W;SABA;Barcelona TMA
7DW;LEBLDDN;DDN;Barcelona TMA
7DW;LEBLDDS;DDS;Barcelona TMA
7DW;LEBLF25;FWL;Barcelona TMA
7DW;LEBLF25;FWR;Barcelona TMA
7DW;LEBLT2W;BL2;Barcelona TMA
7DW;LEBLT2W;GR2;Barcelona TMA
7DW;LEBLT2W;VIBI;Barcelona TMA
7DW;LEBLT3W;FEN;Barcelona TMA
7DW;LEBLT3W;FER;Barcelona TMA
7DW;LEBLT3W;FES;Barcelona TMA
7DW;LEBLT3W;GARI;Barcelona TMA
7DW;LEBLT3W;SW3;Barcelona TMA
7DW;LEBLXAL;GR3;Barcelona TMA
7DW;LEBLXAL;XAR;Barcelona TMA
8AE;LEBLDDN;DDN;Barcelona TMA
8AE;LEBLDDS;DDS;Barcelona TMA
8AE;LEBLF07;FEL;Barcelona TMA
8AE;LEBLF07;FEN;Barcelona TMA
8AE;LEBLF07;FER;Barcelona TMA
8AE;LEBLT1E;BL1;Barcelona TMA
8AE;LEBLT1E;FWR;Barcelona TMA
8AE;LEBLT1E;GR1;Barcelona TMA
8AE;LEBLT2E;BL2;Barcelona TMA
8AE;LEBLT2E;FWL;Barcelona TMA
8AE;LEBLT2E;GARI;Barcelona TMA
8AE;LEBLT2E;GR2;Barcelona TMA
8AE;LEBLT3E;FES;Barcelona TMA
8AE;LEBLT3E;SW3;Barcelona TMA
8AE;LEBLT3E;VIBI;Barcelona TMA
8AE;LEBLT4E;GONA;Barcelona TMA
8AE;LEBLT4E;NW4;Barcelona TMA
8AE;LEBLT4E;SABA;Barcelona TMA
8AE;LEBLXAL;GR3;Barcelona TMA
8AE;LEBLXAL;XAR;Barcelona TMA
8AN;LEBLDDN;DDN;Barcelona TMA
8AN;LEBLDDS;DDS;Barcelona TMA
8AN;LEBLF02;FEN;Barcelona TMA
8AN;LEBLF02;FES;Barcelona TMA
8AN;LEBLT1N;BL1;Barcelona TMA
8AN;LEBLT1N;FWR;Barcelona TMA
8AN;LEBLT1N;GR1;Barcelona TMA
8AN;LEBLT1N;SABA;Barcelona TMA
8AN;LEBLT2N;BL2;Barcelona TMA
8AN;LEBLT2N;FWL;Barcelona TMA
8AN;LEBLT2N;GARI;Barcelona TMA
8AN;LEBLT2N;GR2;Barcelona TMA
8AN;LEBLT2N;VIBI;Barcelona TMA
8AN;LEBLT3N;FER;Barcelona TMA
8AN;LEBLT3N;SW3;Barcelona TMA
8AN;LEBLT4N;FEL;Barcelona TMA
8AN;LEBLT4N;GONA;Barcelona TMA
8AN;LEBLT4N;NW4;Barcelona TMA
8AN;LEBLXAL;GR3;Barcelona TMA
8AN;LEBLXAL;XAR;Barcelona TMA
8AW;LEBLDDN;DDN;Barcelona TMA
8AW;LEBLDDS;DDS;Barcelona TMA
8AW;LEBLF25;FWL;Barcelona TMA
8AW;LEBLF25;FWR;Barcelona TMA
8AW;LEBLT1W;BL1;Barcelona TMA
8AW;LEBLT1W;GR1;Barcelona TMA
8AW;LEBLT1W;SABA;Barcelona TMA
8AW;LEBLT2W;BL2;Barcelona TMA
8AW;LEBLT2W;GR2;Barcelona TMA
8AW;LEBLT2W;VIBI;Barcelona TMA
8AW;LEBLT3W;FEN;Barcelona TMA
8AW;LEBLT3W;FER;Barcelona TMA
8AW;LEBLT3W;FES;Barcelona TMA
8AW;LEBLT3W;GARI;Barcelona TMA
8AW;LEBLT3W;SW3;Barcelona TMA
8AW;LEBLT4W;FEL;Barcelona TMA
8AW;LEBLT4W;GONA;Barcelona TMA
8AW;LEBLT4W;NW4;Barcelona TMA
8AW;LEBLXAL;GR3;Barcelona TMA
8AW;LEBLXAL;XAR;Barcelona TMA
8BE;LEBLD1E;BL1;Barcelona TMA
8BE;LEBLD1E;FWR;Barcelona TMA
8BE;LEBLDDI;DDN;Barcelona TMA
8BE;LEBLDDI;DDS;Barcelona TMA
8BE;LEBLF07;FEL;Barcelona TMA
8BE;LEBLF07;FEN;Barcelona TMA
8BE;LEBLF07;FER;Barcelona TMA
8BE;LEBLT2E;BL2;Barcelona TMA
8BE;LEBLT2E;FWL;Barcelona TMA
8BE;LEBLT2E;GARI;Barcelona TMA
8BE;LEBLT2E;GR2;Barcelona TMA
8BE;LEBLT3E;FES;Barcelona TMA
8BE;LEBLT3E;SW3;Barcelona TMA
8BE;LEBLT3E;VIBI;Barcelona TMA
8BE;LEBLT4E;GONA;Barcelona TMA
8BE;LEBLT4E;NW4;Barcelona TMA
8BE;LEBLT4E;SABA;Barcelona TMA
8BE;LEBLTGR;GR1;Barcelona TMA
8BE;LEBLTGR;GR3;Barcelona TMA
8BE;LEBLXAR;XAR;Barcelona TMA
8BN;LEBLD1N;BL1;Barcelona TMA
8BN;LEBLD1N;FWR;Barcelona TMA
8BN;LEBLD1N;SABA;Barcelona TMA
8BN;LEBLDDI;DDN;Barcelona TMA
8BN;LEBLDDI;DDS;Barcelona TMA
8BN;LEBLF02;FEN;Barcelona TMA
8BN;LEBLF02;FES;Barcelona TMA
8BN;LEBLT2N;BL2;Barcelona TMA
8BN;LEBLT2N;FWL;Barcelona TMA
8BN;LEBLT2N;GARI;Barcelona TMA
8BN;LEBLT2N;GR2;Barcelona TMA
8BN;LEBLT2N;VIBI;Barcelona TMA
8BN;LEBLT3N;FER;Barcelona TMA
8BN;LEBLT3N;SW3;Barcelona TMA
8BN;LEBLT4N;FEL;Barcelona TMA
8BN;LEBLT4N;GONA;Barcelona TMA
8BN;LEBLT4N;NW4;Barcelona TMA
8BN;LEBLTGR;GR1;Barcelona TMA
8BN;LEBLTGR;GR3;Barcelona TMA
8BN;LEBLXAR;XAR;Barcelona TMA
8BW;LEBLDDI;DDN;Barcelona TMA
8BW;LEBLDDI;DDS;Barcelona TMA
8BW;LEBLF1W;BL1;Barcelona TMA
8BW;LEBLF1W;SABA;Barcelona TMA
8BW;LEBLF25;FWL;Barcelona TMA
8BW;LEBLF25;FWR;Barcelona TMA
8BW;LEBLT2W;BL2;Barcelona TMA
8BW;LEBLT2W;GR2;Barcelona TMA
8BW;LEBLT2W;VIBI;Barcelona TMA
8BW;LEBLT3W;FEN;Barcelona TMA
8BW;LEBLT3W;FER;Barcelona TMA
8BW;LEBLT3W;FES;Barcelona TMA
8BW;LEBLT3W;GARI;Barcelona TMA
8BW;LEBLT3W;SW3;Barcelona TMA
8BW;LEBLT4W;FEL;Barcelona TMA
8BW;LEBLT4W;GONA;Barcelona TMA
8BW;LEBLT4W;NW4;Barcelona TMA
8BW;LEBLTGR;GR1;Barcelona TMA
8BW;LEBLTGR;GR3;Barcelona TMA
8BW;LEBLXAR;XAR;Barcelona TMA
9AE;LEBLD1E;BL1;Barcelona TMA
9AE;LEBLD1E;FWR;Barcelona TMA
